<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Rishmac.Prod.&EXP,20180509,10537.00,10712.00,10000.00,10535.00,3502721313,332496,243,D,10503.00,10553.00
Rishmac.Prod.&EXP,20180508,10544.00,10698.00,10400.00,10503.00,1870669697,178111,167,D,10435.00,10410.00
Rishmac.Prod.&EXP,20180507,10250.00,10500.00,10221.00,10435.00,1317763712,126286,129,D,10227.00,10499.00
Rishmac.Prod.&EXP,20180506,10083.00,10398.00,10083.00,10227.00,1052701186,102936,103,D,9966.00,10348.00
Rishmac.Prod.&EXP,20180505,9805.00,10081.00,9805.00,9966.00,965954533,96923,68,D,9882.00,10081.00
Rishmac.Prod.&EXP,20180501,9800.00,9999.00,9710.00,9882.00,331504805,33548,64,D,9805.00,9965.00
Rishmac.Prod.&EXP,20180430,9966.00,9966.00,9555.00,9805.00,1621826539,165416,141,D,10000.00,9750.00
Rishmac.Prod.&EXP,20180429,10458.00,10458.00,9890.00,10000.00,1728718656,172873,164,D,10142.00,9980.00
Rishmac.Prod.&EXP,20180428,10300.00,10300.00,10090.00,10142.00,1327928564,130937,128,D,10189.00,10100.00
Rishmac.Prod.&EXP,20180425,10151.00,10280.00,10151.00,10189.00,316610844,31075,58,D,10201.00,10280.00
Rishmac.Prod.&EXP,20180424,10125.00,10299.00,10101.00,10201.00,2349545706,230333,166,D,10208.00,10287.00
Rishmac.Prod.&EXP,20180423,10546.00,10546.00,9942.00,10208.00,3078900517,301616,280,D,10773.00,10299.00
Rishmac.Prod.&EXP,20180422,10898.00,10899.00,10520.00,10773.00,2287960925,212371,119,D,10913.00,10520.00
Rishmac.Prod.&EXP,20180421,10800.00,10998.00,10705.00,10913.00,1927696696,176635,109,D,10944.00,10765.00
Rishmac.Prod.&EXP,20180418,11050.00,11200.00,10709.00,10944.00,2008357654,183520,128,D,10937.00,10800.00
Rishmac.Prod.&EXP,20180417,11000.00,11100.00,10880.00,10937.00,2247011194,205453,91,D,10700.00,11000.00
Rishmac.Prod.&EXP,20180416,11229.00,11229.00,10260.00,10700.00,4729849748,442037,300,D,11007.00,10779.00
Rishmac.Prod.&EXP,20180415,10889.00,11390.00,10889.00,11007.00,1966844530,178685,176,D,11399.00,10994.00
Rishmac.Prod.&EXP,20180411,11701.00,11701.00,11248.00,11399.00,3411901417,299322,282,D,11824.00,11250.00
Rishmac.Prod.&EXP,20180410,12000.00,12000.00,11411.00,11824.00,7659014552,647727,437,D,12566.00,11779.00
Rishmac.Prod.&EXP,20180409,12150.00,12790.00,12149.00,12566.00,13818901218,1099677,779,D,11984.00,12700.00
Rishmac.Prod.&EXP,20180408,11800.00,12079.00,11760.00,11984.00,1891992045,157874,135,D,11863.00,12000.00
Rishmac.Prod.&EXP,20180407,11760.00,12054.00,11750.00,11863.00,582958102,49142,79,D,12055.00,11820.00
Rishmac.Prod.&EXP,20180404,12165.00,12179.00,11955.00,12055.00,627083114,52017,95,D,12052.00,11955.00
Rishmac.Prod.&EXP,20180403,11950.00,12205.00,11950.00,12052.00,995059503,82565,77,D,12129.00,12150.00
Rishmac.Prod.&EXP,20180328,11750.00,12190.00,11750.00,12129.00,1945732224,160417,173,D,11919.00,11924.00
Rishmac.Prod.&EXP,20180327,12150.00,12150.00,11801.00,11919.00,770217427,64622,116,D,11998.00,11830.00
Rishmac.Prod.&EXP,20180326,11620.00,12298.00,11620.00,11998.00,4189347028,349165,194,D,11437.00,11950.00
Rishmac.Prod.&EXP,20180325,11520.00,12000.00,11150.00,11437.00,2497667144,218386,167,D,11509.00,11849.00
Rishmac.Prod.&EXP,20180319,11700.00,11700.00,11401.00,11509.00,2256834300,196091,200,D,11653.00,11409.00
Rishmac.Prod.&EXP,20180318,11800.00,11800.00,11600.00,11653.00,796008562,68312,93,D,11549.00,11700.00
Rishmac.Prod.&EXP,20180312,12950.00,12950.00,12781.00,12849.00,4744824151,369265,397,D,12858.00,12900.00
Rishmac.Prod.&EXP,20180311,12814.00,12940.00,12813.00,12858.00,1898299500,147632,157,D,12842.00,12825.00
Rishmac.Prod.&EXP,20180310,12771.00,12950.00,12771.00,12842.00,1013084445,78887,136,D,12881.00,12845.00
Rishmac.Prod.&EXP,20180307,12760.00,12950.00,12760.00,12881.00,1892799189,146943,180,D,12915.00,12900.00
Rishmac.Prod.&EXP,20180306,12959.00,12972.00,12820.00,12915.00,1285091018,99505,124,D,12883.00,12880.00
Rishmac.Prod.&EXP,20180305,12950.00,12980.00,12709.00,12883.00,1528413643,118642,148,D,12757.00,12969.00
Rishmac.Prod.&EXP,20180304,12707.00,12900.00,12640.00,12757.00,1735626184,136050,134,D,12746.00,12800.00
Rishmac.Prod.&EXP,20180303,12741.00,12900.00,12706.00,12746.00,1278388478,100294,125,D,12810.00,12898.00
Rishmac.Prod.&EXP,20180228,13000.00,13000.00,12740.00,12810.00,17966466221,1402506,384,D,12944.00,12900.00
Rishmac.Prod.&EXP,20180227,12700.00,13010.00,12700.00,12944.00,4258605258,328993,204,D,12678.00,12997.00
Rishmac.Prod.&EXP,20180226,12900.00,12900.00,12571.00,12678.00,7987171076,630024,322,D,12994.00,12671.00
Rishmac.Prod.&EXP,20180225,13090.00,13160.00,12880.00,12994.00,1691732538,130196,165,D,13091.00,12880.00
Rishmac.Prod.&EXP,20180224,13301.00,13301.00,12929.00,13091.00,7653407966,584648,343,D,13328.00,13130.00
Rishmac.Prod.&EXP,20180221,13420.00,13646.00,13150.00,13328.00,3963991148,297422,219,D,13548.00,13205.00
Rishmac.Prod.&EXP,20180219,13500.00,13560.00,13402.00,13548.00,7965191971,587910,187,D,13496.00,13500.00
Rishmac.Prod.&EXP,20180218,13589.00,13730.00,13400.00,13496.00,16377857078,1213533,383,D,13564.00,13400.00
Rishmac.Prod.&EXP,20180217,13712.00,13840.00,13470.00,13564.00,10533560753,776605,299,D,13870.00,13476.00
Rishmac.Prod.&EXP,20180214,13895.00,14000.00,13750.00,13870.00,1789854118,129045,149,D,13694.00,13837.00
Rishmac.Prod.&EXP,20180213,13600.00,14000.00,13492.00,13694.00,3176623429,231977,233,D,13526.00,13800.00
Rishmac.Prod.&EXP,20180212,13600.00,13689.00,13410.00,13526.00,3214256436,237636,253,D,13658.00,13570.00
Rishmac.Prod.&EXP,20180210,13600.00,13820.00,13571.00,13658.00,2649559624,193996,176,D,13696.00,13689.00
Rishmac.Prod.&EXP,20180207,13696.00,13849.00,13555.00,13696.00,2220588303,162138,191,D,13824.00,13660.00
Rishmac.Prod.&EXP,20180206,14024.00,14024.00,13701.00,13824.00,3238197446,234240,287,D,14048.00,13790.00
Rishmac.Prod.&EXP,20180205,13926.00,14200.00,13922.00,14048.00,3128564612,222700,225,D,13911.00,14045.00
Rishmac.Prod.&EXP,20180204,13550.00,14092.00,13550.00,13911.00,6770980691,486719,397,D,13443.00,14000.00
Rishmac.Prod.&EXP,20180203,13340.00,13600.00,13340.00,13443.00,2562645272,190624,157,D,13340.00,13420.00
Rishmac.Prod.&EXP,20180131,13459.00,13490.00,13211.00,13340.00,4150844457,311166,223,D,13310.00,13450.00
Rishmac.Prod.&EXP,20180130,13451.00,13460.00,13210.00,13310.00,5143118301,386406,312,D,13546.00,13210.00
Rishmac.Prod.&EXP,20180129,13899.00,13900.00,13455.00,13546.00,8040212675,593557,326,D,13723.00,13480.00
Rishmac.Prod.&EXP,20180128,13699.00,13900.00,13685.00,13723.00,4368625492,318334,287,D,13658.00,13750.00
Rishmac.Prod.&EXP,20180127,14072.00,14072.00,13400.00,13658.00,8153997044,596993,539,D,14210.00,13609.00
Rishmac.Prod.&EXP,20180124,14478.00,14478.00,14073.00,14210.00,6711557454,472304,451,D,14073.00,14170.00
Rishmac.Prod.&EXP,20180123,14060.00,14699.00,13600.00,14073.00,43793586782,3111942,1586,D,13502.00,14298.00
Rishmac.Prod.&EXP,20180122,13500.00,13685.00,13325.00,13502.00,10517097246,778900,457,D,13068.00,13548.00
Rishmac.Prod.&EXP,20180121,12675.00,13490.00,12675.00,13068.00,7629554096,583834,453,D,12782.00,13372.00
Rishmac.Prod.&EXP,20180120,12798.00,12890.00,12620.00,12782.00,2212974060,173130,170,D,12698.00,12847.00
Rishmac.Prod.&EXP,20180117,12640.00,12729.00,12600.00,12698.00,3496094830,275333,266,D,12610.00,12700.00
Rishmac.Prod.&EXP,20180116,12648.00,12649.00,12510.00,12610.00,4246933061,336795,277,D,12614.00,12640.00
Rishmac.Prod.&EXP,20180115,12647.00,12712.00,12500.00,12614.00,5979809553,474064,327,D,12530.00,12648.00
Rishmac.Prod.&EXP,20180114,12500.00,12650.00,12371.00,12530.00,4823375937,384934,251,D,12507.00,12617.00
Rishmac.Prod.&EXP,20180113,12400.00,12580.00,12350.00,12507.00,4294159843,343342,268,D,12376.00,12540.00
Rishmac.Prod.&EXP,20180110,12398.00,12480.00,12201.00,12376.00,2262903273,182845,202,D,12279.00,12400.00
Rishmac.Prod.&EXP,20180109,12330.00,12494.00,12100.00,12279.00,4624020977,376584,294,D,12375.00,12300.00
Rishmac.Prod.&EXP,20180108,12110.00,12500.00,12110.00,12375.00,5308814880,428978,273,D,12141.00,12240.00
Rishmac.Prod.&EXP,20180107,12150.00,12280.00,12000.00,12141.00,8612269611,709327,418,D,12038.00,12190.00
Rishmac.Prod.&EXP,20180106,11790.00,12200.00,11603.00,12038.00,5773508282,479610,393,D,11616.00,12150.00
Rishmac.Prod.&EXP,20180103,11700.00,11900.00,11352.00,11616.00,2766105830,238135,184,D,11808.00,11640.00
Rishmac.Prod.&EXP,20180102,11850.00,11960.00,11700.00,11808.00,4205086320,356120,226,D,11839.00,11780.00
Rishmac.Prod.&EXP,20180101,11509.00,12000.00,11509.00,11839.00,4578169172,386711,277,D,11577.00,11850.00
Rishmac.Prod.&EXP,20171231,11862.00,11898.00,11000.00,11577.00,12735843473,1100078,748,D,12007.00,11650.00
Rishmac.Prod.&EXP,20171230,12001.00,12320.00,11858.00,12007.00,6714321321,559208,399,D,12204.00,12149.00
Rishmac.Prod.&EXP,20171227,12212.00,12294.00,12150.00,12204.00,4645389430,380636,283,D,12259.00,12222.00
Rishmac.Prod.&EXP,20171226,12220.00,12385.00,12220.00,12259.00,4913800881,400834,314,D,12480.00,12230.00
Rishmac.Prod.&EXP,20171225,12312.00,12688.00,12312.00,12480.00,5485259624,439514,388,D,12449.00,12320.00
Rishmac.Prod.&EXP,20171224,12800.00,12800.00,12030.00,12449.00,10688829534,858640,596,D,12705.00,12500.00
Rishmac.Prod.&EXP,20171223,12493.00,12988.00,12493.00,12705.00,7122308516,560571,488,D,12744.00,12600.00
Rishmac.Prod.&EXP,20171220,13020.00,13140.00,12490.00,12744.00,17598779088,1380917,1044,D,12745.00,12639.00
Rishmac.Prod.&EXP,20171219,12570.00,12856.00,12330.00,12745.00,40374568142,3167847,1734,D,11688.00,12856.00
Rishmac.Prod.&EXP,20171218,11011.00,12164.00,11011.00,11688.00,39673074287,3394464,1812,D,11059.00,12164.00
Rishmac.Prod.&EXP,20171217,11002.00,11170.00,10983.00,11059.00,5571981383,503823,423,D,11087.00,11149.00
Rishmac.Prod.&EXP,20171216,11042.00,11179.00,10991.00,11087.00,3154684837,284533,252,D,11088.00,11001.00
Rishmac.Prod.&EXP,20171213,10919.00,11190.00,10919.00,11088.00,4919204966,443652,333,D,11031.00,11041.00
Rishmac.Prod.&EXP,20171212,10910.00,11150.00,10905.00,11031.00,7088820665,642624,421,D,10956.00,11150.00
Rishmac.Prod.&EXP,20171211,11144.00,11180.00,10881.00,10956.00,5072933587,463015,365,D,11068.00,10900.00
Rishmac.Prod.&EXP,20171210,11189.00,11189.00,10921.00,11068.00,5060708216,457233,321,D,11100.00,11143.00
Rishmac.Prod.&EXP,20171209,11050.00,11196.00,10908.00,11100.00,7735514146,696883,525,D,10873.00,11120.00
Rishmac.Prod.&EXP,20171205,10812.00,11060.00,10782.00,10873.00,5719739994,526052,340,D,10959.00,10810.00
Rishmac.Prod.&EXP,20171204,11120.00,11185.00,10740.00,10959.00,4446064198,405708,233,D,11012.00,10850.00
Rishmac.Prod.&EXP,20171203,10900.00,11189.00,10665.00,11012.00,3900752483,354243,307,D,10698.00,10955.00
Rishmac.Prod.&EXP,20171202,10708.00,10810.00,10600.00,10698.00,2635699084,246364,265,D,10735.00,10655.00
Rishmac.Prod.&EXP,20171129,10781.00,10892.00,10601.00,10735.00,4315433632,401984,340,D,10977.00,10720.00
Rishmac.Prod.&EXP,20171128,11111.00,11200.00,10550.00,10977.00,6614977057,602605,514,D,11082.00,10850.00
Rishmac.Prod.&EXP,20171126,11080.00,11130.00,11060.00,11082.00,3936872865,355253,267,D,11108.00,11130.00
Rishmac.Prod.&EXP,20171125,11123.00,11299.00,11055.00,11108.00,6824023348,614354,677,D,11235.00,11100.00
Rishmac.Prod.&EXP,20171122,11400.00,11420.00,11120.00,11235.00,5618465572,500087,411,D,11304.00,11230.00
Rishmac.Prod.&EXP,20171121,11400.00,11450.00,11216.00,11304.00,4148877963,367042,367,D,11385.00,11222.00
Rishmac.Prod.&EXP,20171120,11200.00,11580.00,11200.00,11385.00,7380525702,648279,477,D,11292.00,11259.00
Rishmac.Prod.&EXP,20171118,11121.00,11348.00,11121.00,11292.00,3238964009,286837,248,D,11299.00,11246.00
Rishmac.Prod.&EXP,20171115,11239.00,11378.00,11107.00,11299.00,5327167631,471477,389,D,11158.00,11290.00
Rishmac.Prod.&EXP,20171114,11289.00,11300.00,11077.00,11158.00,2945236780,263948,266,D,11194.00,11170.00
Rishmac.Prod.&EXP,20171113,11051.00,11300.00,11051.00,11194.00,2054261179,183521,250,D,11124.00,11250.00
Rishmac.Prod.&EXP,20171112,11100.00,11260.00,11055.00,11124.00,2821712243,253670,329,D,11051.00,11144.00
Rishmac.Prod.&EXP,20171111,11260.00,11299.00,11000.00,11051.00,3110697568,281494,288,D,11020.00,11051.00
Rishmac.Prod.&EXP,20171108,11050.00,11180.00,10950.00,11020.00,6693966985,607451,469,D,11120.00,11070.00
Rishmac.Prod.&EXP,20171107,11205.00,11210.00,11011.00,11120.00,3775411702,339530,317,D,11161.00,11040.00
Rishmac.Prod.&EXP,20171106,11051.00,11277.00,11051.00,11161.00,3435667363,307838,317,D,11187.00,11118.00
Rishmac.Prod.&EXP,20171105,11258.00,11395.00,11000.00,11187.00,5591066094,499789,460,D,11258.00,11110.00
Rishmac.Prod.&EXP,20171104,11214.00,11397.00,11170.00,11258.00,7103771135,630973,542,D,11314.00,11180.00
Rishmac.Prod.&EXP,20171101,11305.00,11469.00,11223.00,11314.00,4581357363,404936,391,D,11460.00,11267.00
Rishmac.Prod.&EXP,20171031,11180.00,11572.00,11180.00,11460.00,8633501002,753329,794,D,11184.00,11375.00
Rishmac.Prod.&EXP,20171030,11470.00,11470.00,11113.00,11184.00,7859168647,702706,696,D,11462.00,11300.00
Rishmac.Prod.&EXP,20171029,11151.00,11759.00,11151.00,11462.00,15716783804,1371259,1260,D,11208.00,11343.00
Rishmac.Prod.&EXP,20171028,10920.00,11400.00,10920.00,11208.00,8604117979,767648,866,D,10979.00,11160.00
Rishmac.Prod.&EXP,20171025,11000.00,11090.00,10878.00,10979.00,6263572527,570504,745,D,11033.00,11010.00
Rishmac.Prod.&EXP,20171024,11100.00,11300.00,10902.00,11033.00,5337548675,483777,894,D,11221.00,10921.00
Rishmac.Prod.&EXP,20171023,11300.00,11399.00,11050.00,11221.00,7418181355,661107,1230,D,11405.00,11054.00
Rishmac.Prod.&EXP,20171022,11303.00,11560.00,11301.00,11405.00,9111280282,798879,1105,D,11338.00,11301.00
Rishmac.Prod.&EXP,20171021,11200.00,11451.00,11151.00,11338.00,18302646796,1614298,1781,D,11164.00,11375.00
Rishmac.Prod.&EXP,20171018,11129.00,11440.00,11001.00,11164.00,14048336756,1258407,2237,D,10941.00,11110.00
Rishmac.Prod.&EXP,20171017,10801.00,11170.00,10700.00,10941.00,15469197992,1413881,2954,D,10940.00,10900.00
Rishmac.Prod.&EXP,20171016,11034.00,11288.00,10800.00,10940.00,17174508948,1569916,2960,D,11122.00,10802.00
Rishmac.Prod.&EXP,20171015,11350.00,11351.00,11006.00,11122.00,17987856776,1617387,3219,D,11478.00,11034.00
Rishmac.Prod.&EXP,20171014,11450.00,11750.00,11302.00,11478.00,19807270245,1725730,2303,D,11234.00,11325.00
Rishmac.Prod.&EXP,20171011,10861.00,11499.00,10801.00,11234.00,44784232125,3986606,4977,D,10692.00,11280.00
Rishmac.Prod.&EXP,20171010,10550.00,10880.00,10491.00,10692.00,35163377361,3288774,6902,D,10420.00,10860.00
Rishmac.Prod.&EXP,20171009,10300.00,10588.00,10252.00,10420.00,34227840319,3284686,13863,D,10521.00,10360.00
Rishmac.Prod.&EXP,20171008,10602.00,10900.00,10002.00,10521.00,84361863694,8018225,40159,D,10429.00,10313.00
Rishmac.Prod.&EXP,20171007,10429.00,10429.00,10429.00,10429.00,116301267022,11151718,40101,D,9481.00,10429.00
Rishmac.Prod.&EXP,20171004,9481.00,9481.00,9481.00,9481.00,20380803207,2149647,1769,D,9030.00,9481.00
Rishmac.Prod.&EXP,20171003,9030.00,9030.00,9030.00,9030.00,10224118170,1132239,1383,D,8600.00,9030.00
Rishmac.Prod.&EXP,20171002,8600.00,8600.00,8600.00,8600.00,9211047200,1071052,944,D,8191.00,8600.00
Rishmac.Prod.&EXP,20170927,8191.00,8191.00,8191.00,8191.00,196608573,24003,252,D,7801.00,8191.00
Rishmac.Prod.&EXP,20170926,7801.00,7801.00,7801.00,7801.00,212319817,27217,284,D,7430.00,7801.00
Rishmac.Prod.&EXP,20170925,7430.00,7430.00,7430.00,7430.00,88595320,11924,129,D,7077.00,7430.00
Rishmac.Prod.&EXP,20170924,7077.00,7077.00,7077.00,7077.00,87868032,12416,137,D,6740.00,7077.00
Rishmac.Prod.&EXP,20170923,6740.00,6740.00,6740.00,6740.00,77461620280,11492822,114441,D,1000.00,6740.00
